N,P,K,temperature,humidity,ph,rainfall,label
73,62,44,23.73929,81.920199,6.615017,166.688253,jute
88,43,41,22.006486,81.830532,6.987225,184.936052,jute
70,76,47,37.605663,90.559022,6.358432,129.584127,papaya
15,77,16,29.634547,69.584793,6.274151,42.023772,lentil
19,135,199,22.323905,76.595529,5.802293,53.623803,grapes
102,55,59,23.893992,90.242992,5.732238,212.285766,rice
19,23,13,19.090052,92.070257,5.786404,90.850352,orange
21,41,27,28.037861,84.582471,6.739125,53.752331,mungbean
24,28,40,31.576506,57.222608,6.487346,98.754962,mango
19,61,15,23.538756,22.767478,5.579182,92.004695,kidneybeans
36,114,204,26.214489,83.599623,6.187675,58.943173,grapes
17,31,24,29.258811,84.485296,6.648536,28.849272,mungbean
26,19,9,22.789644,90.692585,7.290168,93.564034,orange
45,69,26,21.119965,37.346876,5.107006,207.054621,pigeonpeas
103,72,69,26.499493,83.556633,6.697945,108.131837,banana
72,52,30,22.64849,82.813855,7.308277,250.681237,rice
24,62,18,29.295665,48.560027,4.956328,205.918661,pigeonpeas
13,13,25,23.101724,89.499396,6.116979,97.537317,pomegranate
103,32,25,28.453054,54.621165,6.840953,145.129567,coffee
114,21,47,25.033659,91.930246,7.049412,21.905905,muskmelon
42,62,22,30.96072,63.277837,7.422298,45.215453,blackgram
45,69,57,32.182591,94.299401,6.57175,127.157021,papaya
44,76,43,36.212326,93.378468,6.792184,120.196024,papaya
11,5,44,22.943033,87.448393,6.099708,119.79748,pomegranate
16,57,26,20.707637,29.462379,5.296578,95.176925,kidneybeans
52,76,78,19.009006,14.3,7.537423,94.480962,chickpea
21,50,13,27.367211,88.945746,6.261892,39.823437,mungbean
28,55,24,28.483774,84.736511,6.639953,35.22936,mungbean
29,32,37,29.786853,40.758146,6.186783,75.040734,mango
23,80,12,23.659731,54.754168,5.44549,154.258603,pigeonpeas
103,5,54,26.361369,89.6351,6.755122,30.888381,muskmelon
34,22,43,30.47961,41.912305,5.891638,81.543464,mango
15,42,19,31.683636,32.421882,7.097745,67.459503,mothbeans
19,78,20,26.259774,47.709805,6.217376,182.039689,pigeonpeas
117,20,54,29.412825,94.179471,6.17386,20.2,muskmelon
82,69,49,21.271623,87.474526,5.678047,220.66353,rice
22,20,44,22.269501,90.197189,6.678066,101.630143,pomegranate
111,18,41,28.168343,89.516033,6.886689,25.379784,muskmelon
28,79,14,32.350243,59.967346,6.029084,149.564571,pigeonpeas
30,144,184,25.471713,91.485968,5.719011,89.055365,apple
34,49,14,28.91894,84.574796,6.811634,59.925387,mungbean
81,44,41,28.079606,94.315523,5.808566,264.070352,rice
16,50,17,18.573428,18.612554,6.03927,104.327749,kidneybeans
18,135,197,24.567472,91.123783,5.582556,126.701344,apple
80,36,40,23.851609,80.922373,6.373568,231.259763,rice
19,28,29,30.916094,36.14505,5.485185,98.53106,mango
53,66,70,28.647494,92.989661,7.291406,121.196831,papaya
16,41,20,26.226654,72.104407,6.939634,58.197406,mothbeans
128,50,18,21.856046,75.594684,6.922181,101.352511,cotton
18,14,39,22.281629,93.359142,7.133559,97.537304,pomegranate
19,83,22,29.250507,49.994798,5.128936,175.671114,pigeonpeas
58,52,54,33.519131,93.234894,6.769227,184.738804,papaya
9,43,23,25.265974,65.548188,6.469448,63.601391,lentil
77,66,24,16.411002,51.83681,5.739663,64.538621,maize
47,68,74,21.67425,14.3,7.447857,75.380577,chickpea
100,14,48,28.298858,93.441882,6.630143,20.2,muskmelon
108,46,16,26.772537,73.851383,6.734476,92.470029,cotton
31,73,36,22.780922,19.123768,5.62619,125.901769,kidneybeans
37,83,78,16.463677,19.585115,7.357177,94.063552,chickpea
10,51,8,26.628807,83.450503,6.842789,38.352619,mungbean
96,30,33,21.514559,57.767325,6.724007,131.13145,coffee
114,29,23,24.939233,55.70536,6.91329,164.362468,coffee
26,11,12,27.457173,91.111451,7.205444,111.583737,orange
97,20,61,25.88619,82.805382,6.469504,54.985146,watermelon
11,24,9,20.510919,90.25762,6.47982,129.066072,orange
20,128,193,23.433583,78.164846,6.038047,62.80555,grapes
95,27,30,24.278001,75.636789,6.430115,177.425575,coffee
24,71,14,26.542238,56.864556,6.313493,147.074475,pigeonpeas
22,25,33,31.06037,40.048139,5.408694,82.135374,mango
18,144,196,21.855871,90.757461,5.965016,97.426191,apple
16,24,28,29.367685,42.086686,6.394191,92.084095,mango
22,20,33,17.411405,86.803251,6.146691,106.663459,pomegranate
106,23,31,26.877817,46.404971,6.770025,173.769362,coffee
17,72,27,26.709014,36.319591,6.024737,136.90772,pigeonpeas
105,32,32,25.41836,47.537586,7.103094,179.858805,coffee
29,137,205,22.99462,82.892351,5.753901,56.616741,grapes
128,49,16,22.227258,83.073255,6.667093,66.044895,cotton
21,21,52,15.03114,95.101771,6.5027,101.86777,pomegranate
35,62,57,32.04227,92.309911,6.222648,145.953831,papaya
26,137,191,25.190014,93.886525,5.723594,117.836763,apple
56,90,9,30.739567,65.262372,7.472575,57.140529,blackgram
16,38,18,25.207391,40.768438,6.595291,124.851006,pigeonpeas
103,21,42,26.287506,86.007919,6.189757,54.032472,watermelon
52,59,34,33.16108,92.746395,6.611684,173.783646,papaya
38,74,20,28.668802,53.675896,6.785673,69.133646,blackgram
24,145,189,23.421454,77.851051,6.672278,83.069412,grapes
18,87,18,22.246561,58.103279,6.609303,38.083016,lentil
69,55,37,24.1641,84.67869,6.081242,227.818293,rice
107,30,24,24.97378,75.69073,7.152323,157.050346,coffee
64,45,51,35.740203,91.407588,7.049896,142.761335,papaya
55,44,81,19.432992,16.634911,7.440579,95.586677,chickpea
107,30,47,25.845369,51.166124,7.086505,135.674408,coffee
73,58,38,25.176385,81.556241,6.724872,194.121857,jute
27,60,21,27.270355,47.117735,6.304152,44.508392,mothbeans
30,12,54,24.523841,93.2452,5.614186,90.673831,pomegranate
56,71,37,34.527159,92.854126,7.002822,152.814711,papaya
32,62,18,31.030424,58.17444,5.117088,166.212333,pigeonpeas
12,145,200,21.060667,91.997205,5.676506,129.391973,apple
13,60,17,22.987264,21.774068,5.646201,86.466034,kidneybeans
24,10,9,24.224691,92.004812,7.00294,115.553549,orange
34,52,24,25.774689,53.80086,6.39531,49.337812,mothbeans
71,31,34,23.675506,77.266966,6.655437,185.226061,rice
19,47,17,26.126013,85.771354,6.45666,57.07786,mungbean
102,17,45,24.895388,80.623013,6.380739,63.496133,watermelon
19,16,34,22.90015,95.451768,6.225694,90.880084,pomegranate
26,13,32,28.977508,92.629717,6.654315,183.264526,coconut
30,19,35,26.162022,94.053883,5.393915,212.802371,coconut
66,49,45,23.50834,82.996291,6.506606,174.176793,jute
14,20,45,22.301747,89.561456,6.002563,117.538,pomegranate
20,84,9,19.09405,28.880149,5.264147,54.408798,kidneybeans
25,48,21,24.710527,52.270558,7.531098,58.89805,mothbeans
69,28,42,24.408362,76.765741,6.082218,211.707994,jute
21,53,23,19.965643,27.212896,5.904317,95.683889,kidneybeans
95,56,36,24.683838,87.919777,6.208937,270.779894,rice
16,62,13,27.611413,71.361859,6.917532,36.928592,lentil
57,53,58,35.09558,93.645538,6.318052,142.66396,papaya
25,19,46,21.702095,82.621569,6.622855,96.242271,pomegranate
18,16,10,21.196461,92.9344,6.992665,119.472582,orange
28,61,79,20.755319,19.332425,7.414222,77.939423,chickpea
94,51,44,23.203267,79.615256,7.169079,165.477836,jute
11,13,43,19.92646,89.306362,6.412857,85.025379,pomegranate
110,38,24,25.424531,82.224949,7.354824,88.631545,cotton
27,54,27,32.334043,34.303507,6.948622,47.304249,mothbeans
23,39,25,30.163234,86.505267,5.429318,59.613912,mungbean
33,141,201,26.823434,76.455349,5.910037,81.116656,grapes
12,33,28,28.816178,84.707217,6.194398,47.881862,mungbean
21,69,25,25.764339,64.330237,7.316382,57.806228,lentil
115,48,33,19.290618,79.821831,7.076764,91.724042,cotton
23,86,25,18.656525,23.311839,4.949379,112.73617,kidneybeans
29,22,37,29.626948,55.221443,5.807998,89.253662,mango
113,17,64,26.454171,93.34246,7.224169,24.775163,muskmelon
18,71,22,20.642991,22.583639,5.967336,62.99947,kidneybeans
22,15,10,22.699907,91.465772,7.234209,120.183971,orange
22,83,16,26.388123,58.681183,5.838578,132.181771,pigeonpeas
54,66,11,20.771852,62.754599,6.270858,79.813526,maize
77,37,42,22.360154,85.06739,6.240567,191.355504,jute
89,29,32,28.104167,62.953092,5.925048,181.089541,coffee
127,38,23,27.269195,76.796399,6.71275,68.103857,cotton
89,44,16,29.997946,55.855961,6.4069,93.730033,maize
12,51,8,25.587353,66.914038,6.89078,63.385841,lentil
22,60,20,17.586986,24.145293,5.833544,104.371217,kidneybeans
24,21,29,22.854292,85.900955,7.069147,100.007171,pomegranate
63,70,32,36.014915,91.104694,6.621763,152.761754,papaya
83,35,47,22.572551,81.777809,6.169243,197.147637,rice
14,63,20,26.093184,39.053856,4.903054,153.700812,pigeonpeas
94,22,51,25.484717,93.160725,6.289807,24.593735,muskmelon
18,40,22,30.543031,82.315453,6.992384,38.738737,mungbean
21,76,20,18.060671,18.820857,5.885274,138.700286,kidneybeans
62,62,15,25.06424,52.25605,6.240915,76.693569,maize
60,44,35,23.81026,77.469925,7.188961,153.384912,jute
21,75,22,19.641219,22.702445,5.733531,83.821848,kidneybeans
57,69,72,24.327357,19.997639,7.221065,43.417743,chickpea
128,35,17,27.257391,78.116057,7.493774,106.809579,cotton
15,47,20,27.709298,42.703445,6.64719,45.856817,mothbeans
14,122,205,25.438129,90.363328,5.703402,122.617294,apple
51,64,45,37.037782,92.948937,6.456992,155.667368,papaya
17,17,19,26.291663,88.920729,6.173976,121.471548,pomegranate
115,52,17,23.98209,76.108092,7.166617,65.353453,cotton
21,28,29,30.383466,37.957767,6.222441,110.370708,mango
27,133,188,26.438511,79.910506,6.315232,62.697238,grapes
20,25,38,33.163364,64.86049,5.568406,105.587226,mango
103,34,30,27.161381,49.902754,6.966125,194.358144,coffee
106,33,30,28.778702,63.640168,6.535324,211.057684,coffee
132,58,25,24.839367,83.089369,7.553945,74.121119,cotton
23,37,16,25.456579,56.675616,6.031208,43.737391,mothbeans
31,21,35,33.085187,98.652691,5.833503,145.617029,coconut
12,18,24,27.882152,93.70239,7.116275,176.377411,coconut
20,19,37,26.915424,93.89725,5.553916,209.850978,coconut
25,136,204,19.926044,89.768727,5.713216,98.114975,apple
25,22,10,21.109864,88.833236,6.566864,117.284116,orange
12,26,33,32.277557,34.743479,6.056617,135.374933,mango
26,23,24,30.993256,63.000783,6.783949,74.432937,mango
28,16,15,21.456594,92.233402,6.427554,107.578156,orange
96,82,60,26.902053,79.386555,6.265014,119.515273,banana
15,132,205,21.173615,92.150815,5.962003,99.925741,apple
23,127,201,25.811872,80.786228,6.410728,85.65678,grapes
26,56,19,26.865424,71.364374,7.799743,46.236082,blackgram
15,80,28,21.874582,20.375697,5.153145,121.40688,kidneybeans
23,124,202,23.145153,77.801405,6.192857,76.546691,grapes
108,56,24,19.437654,79.592327,7.009784,53.240235,cotton
13,73,25,29.763244,70.579576,7.24861,55.27888,lentil
119,93,51,24.828272,79.13593,6.470613,104.538907,banana
14,60,14,25.974205,41.96506,5.84418,42.226385,mothbeans
16,121,205,24.331349,94.18843,6.297002,105.706589,apple
96,66,45,24.986251,81.012607,6.027173,179.090658,jute
23,58,16,20.76311,57.911603,7.00304,58.079278,lentil
79,31,35,22.646461,63.940864,6.343769,167.178718,coffee
21,15,7,25.548659,90.591277,6.696534,89.169123,orange
23,77,20,27.644048,66.396883,7.092235,40.281383,lentil
40,89,21,26.205486,61.512261,7.071479,52.165408,blackgram
77,103,58,28.028677,81.783234,6.327193,112.745484,banana
6,89,17,20.881392,20.910601,5.882912,93.152881,kidneybeans
15,14,37,22.733834,87.677226,5.801783,107.316391,pomegranate
81,66,27,28.886767,79.106456,6.225148,158.139835,jute
40,62,34,33.297738,93.475952,6.826945,148.976748,papaya
22,60,33,28.678369,73.920543,7.113683,45.240712,lentil
32,22,30,23.594748,93.955988,6.87637,177.247486,coconut
22,52,17,21.479416,20.674552,5.439164,116.16279,kidneybeans
17,75,21,21.680744,25.200237,5.948828,97.807407,kidneybeans
21,54,22,28.039806,55.62882,7.455584,43.818621,mothbeans
27,56,49,30.42567,94.990297,6.619913,127.430722,papaya
34,72,87,18.499668,15.590842,7.775565,89.333107,chickpea
94,16,50,29.185443,89.425858,6.413269,56.524714,watermelon
16,22,32,30.769063,46.355405,5.583849,84.076464,mango
12,30,28,28.721182,44.10447,5.907525,86.009458,mango
59,55,24,20.893905,76.005655,6.09821,84.06092,maize
108,88,36,28.312499,78.083423,5.733067,109.184984,banana
90,44,49,25.194587,82.020975,5.840573,262.088178,rice
16,49,11,30.57504,58.26241,6.618442,50.860672,mothbeans
26,122,195,22.098333,92.505381,6.19717,130.139721,apple
12,75,17,16.886846,21.764802,5.859171,122.07952,kidneybeans
11,71,25,25.617454,78.458638,7.034993,41.160546,lentil
46,65,80,16.791884,14.3,7.335832,71.25862,chickpea
11,75,18,19.638267,25.992532,5.83986,99.876405,kidneybeans
118,42,29,25.005755,80.928002,6.991857,99.928215,cotton
20,64,19,26.763256,57.479155,6.69818,157.781464,pigeonpeas
34,55,77,23.137628,16.255237,6.123845,98.541961,chickpea
44,62,72,16.581617,17.379569,7.548629,67.663701,chickpea
112,19,48,26.313248,94.623006,6.071328,20.2,muskmelon
19,142,205,25.213858,80.997977,6.398594,84.501375,grapes
17,73,15,26.494627,82.228497,7.22894,46.146683,lentil
35,139,205,22.499839,92.878678,6.281309,146.734874,apple
4,54,18,29.031234,87.457018,6.506353,55.827964,mungbean
26,86,25,28.580158,65.917989,6.008223,144.589237,pigeonpeas
40,54,73,19.386519,19.238982,7.377894,82.959736,chickpea
122,50,19,26.064681,77.264845,6.802993,75.137842,cotton
43,67,85,12.141919,14.961318,6.590787,92.376474,chickpea
19,76,13,23.466831,63.332386,5.29262,124.038161,pigeonpeas
22,145,205,24.026464,79.092506,5.953605,58.034448,grapes
23,145,198,25.140176,91.010143,6.33662,102.293501,apple
18,55,18,21.737555,23.045598,5.960609,88.631427,kidneybeans
49,68,17,31.347636,60.761595,7.325307,83.345848,blackgram
38,65,24,27.653487,54.617873,7.089378,78.351105,blackgram
31,71,18,30.288786,38.221267,6.037584,180.91823,pigeonpeas
102,20,37,23.009888,61.769889,7.142666,116.743632,coffee
19,69,16,30.078747,71.33845,7.282321,50.3253,lentil
135,55,24,27.369914,82.76884,7.422647,71.29736,cotton
16,12,7,24.279503,89.987312,6.335518,102.805386,orange
27,22,46,19.489843,91.340849,6.812264,115.062181,pomegranate
20,19,10,26.224671,93.416983,7.053921,112.067711,orange
20,145,186,22.399654,89.427295,5.859912,113.192951,apple
20,40,22,25.259567,62.803048,6.409422,37.788689,mothbeans
104,27,37,19.926061,68.479386,6.799947,127.128339,coffee
13,69,11,25.796983,57.830456,7.283015,51.234828,lentil
84,43,15,21.374277,72.346533,6.554054,127.146164,maize
89,46,21,22.335778,71.071429,6.745655,80.541079,maize
12,24,35,24.618375,94.817195,5.949738,99.089164,pomegranate
96,13,46,28.152745,90.091949,6.339869,24.317129,muskmelon
85,44,24,23.335762,63.202935,6.453996,115.230224,maize
10,44,9,26.70434,85.076725,6.74472,44.64591,mungbean
77,65,33,22.580929,80.724723,6.768824,163.290196,jute
65,42,23,24.402601,72.854124,5.847494,54.421769,maize
16,75,21,25.715775,75.493259,7.250686,46.6809,lentil
39,71,77,17.343377,15.975897,7.56236,81.329864,chickpea
21,43,21,28.144164,85.723456,6.732511,51.688147,mungbean
16,27,39,27.382258,97.27241,5.899394,206.402435,coconut
21,22,27,28.310351,98.685154,5.894455,183.680095,coconut
128,47,24,23.323223,80.160166,6.629464,107.543439,cotton
21,63,17,24.827745,17.254226,5.932811,90.068433,kidneybeans
36,66,87,20.747026,16.225432,6.870903,100.409879,chickpea
12,59,19,23.429995,60.710995,6.910779,20.2,mothbeans
72,32,45,23.100669,55.15661,6.81154,145.832728,coffee
51,83,18,28.330237,62.974617,7.224709,78.374279,blackgram
125,52,11,21.262448,82.998658,7.015168,104.457656,cotton
82,64,15,18.20982,74.515764,7.03885,71.731947,maize
29,60,19,27.205801,62.695946,6.541154,44.178079,mothbeans
9,72,16,26.584008,61.468493,6.811955,51.97346,lentil
19,56,24,20.550616,20.3479,6.379983,144.741222,kidneybeans
104,95,55,26.452709,75.729147,5.18021,110.52437,banana
112,14,44,20.282916,86.415106,6.750237,47.77903,watermelon
18,145,180,22.512391,79.675505,5.955842,54.755609,grapes
22,68,18,22.50984,61.401349,6.681037,41.63712,lentil
35,83,17,29.967925,63.19313,6.836734,70.033451,blackgram
72,50,46,23.742008,79.006054,6.702156,239.876635,rice
17,11,26,19.666261,85.396035,7.14843,126.499811,pomegranate
26,28,23,32.986829,35.200863,5.479406,96.98284,mango
18,12,32,26.360651,94.44094,5.531112,193.664891,coconut
120,32,21,25.689776,78.191803,7.37049,86.349886,cotton
19,58,25,24.724445,49.228047,7.086003,27.857952,mothbeans
22,51,26,28.341223,88.313761,6.486097,62.178813,mungbean
28,74,9,27.567586,71.700348,7.335962,38.423169,lentil
26,145,189,25.158721,82.916274,5.7965,89.955315,grapes
19,65,22,21.568599,67.512174,6.77663,108.898237,pigeonpeas
112,89,53,25.569046,79.025924,6.136842,121.1558,banana
78,40,23,23.71271,75.913123,6.360849,70.862114,maize
89,76,52,23.924391,80.226108,5.151965,99.175578,banana
87,16,44,27.193765,94.674854,6.853171,31.539231,muskmelon
25,130,189,23.279206,83.907256,6.167949,78.567973,grapes
18,58,17,24.58722,61.877753,6.39952,44.10595,lentil
102,16,57,24.007809,83.409084,6.223174,38.348494,watermelon
123,73,45,25.016251,78.549674,5.65281,115.996809,banana
28,128,205,21.221447,93.673655,5.865853,98.309676,apple
29,30,31,31.454308,49.893409,6.044908,73.537486,mango
25,56,18,29.656428,48.487363,7.510252,54.953262,mothbeans
117,86,59,25.455404,83.939966,5.800405,103.867552,banana
19,19,13,17.765438,94.385076,7.691332,125.919385,orange
19,21,10,23.971309,91.469734,6.971988,105.920363,orange
23,127,205,23.819475,93.286391,5.921966,107.828871,apple
73,38,38,23.856269,77.475442,6.332674,168.979571,jute
20,21,27,31.425774,74.142485,5.721826,100.174935,mango
75,49,47,22.686114,81.64352,6.976627,190.905711,rice
28,129,197,30.215543,78.65576,5.594613,65.234851,grapes
32,73,93,17.043824,20.830926,7.292516,70.735222,chickpea
45,63,66,34.473889,90.632154,7.23973,142.606372,papaya
94,43,18,25.736218,41.829957,5.985297,103.840847,maize
110,22,60,26.983568,92.298783,6.495495,21.327342,muskmelon
49,53,46,28.297095,90.722839,6.796417,135.515628,papaya
75,25,32,25.186573,79.437236,7.169158,201.40687,jute
104,43,24,24.723101,56.572675,5.86855,83.81762,maize
27,127,194,20.972671,90.958914,6.147936,97.121887,apple
31,56,23,21.108974,38.644931,6.544557,147.557345,pigeonpeas
97,36,35,24.112187,61.006124,7.479897,160.006068,coffee
29,132,205,23.004149,91.245868,5.675771,111.574595,apple
29,27,42,29.041215,97.193526,6.039931,228.206112,coconut
14,58,10,26.645348,76.802197,7.079394,20.2,lentil
21,28,37,28.573906,55.032413,5.764651,100.838713,mango
92,22,57,32.428399,93.105032,6.191034,26.123267,muskmelon
81,45,54,27.291884,79.095581,6.372825,199.726596,jute
109,40,21,25.909966,78.623623,6.71521,60.158923,cotton
23,15,9,22.854283,96.410173,7.186836,97.580678,orange
13,9,42,19.052402,84.96819,6.145511,100.565289,pomegranate
48,67,19,29.261764,59.464334,6.717907,77.564087,blackgram
79,46,49,26.602287,75.939236,6.530771,225.719372,rice
28,40,25,24.728644,47.638813,6.368253,28.496672,mothbeans
106,20,36,29.032281,91.234327,6.606465,33.551694,muskmelon
94,8,42,25.679055,82.663343,7.093857,66.674006,watermelon
32,60,14,19.115674,68.422051,6.371803,33.017028,lentil
8,81,21,29.527499,48.400315,6.395274,70.905887,pigeonpeas
16,134,205,25.05782,76.928569,5.931458,61.719237,grapes
23,40,17,28.286784,66.454321,5.447804,46.586362,mothbeans
18,21,32,21.696321,87.016229,6.296797,87.483361,pomegranate
72,52,28,25.410656,77.547862,6.826288,186.720173,jute
103,13,55,27.553395,80.782938,6.742777,58.535577,watermelon
83,18,31,25.991594,65.25713,6.492997,151.073301,coffee
85,49,38,27.292267,76.7596,6.60106,190.846656,jute
20,139,204,24.589737,92.999231,5.728421,122.533315,apple
91,61,32,22.323297,83.940469,7.059839,170.629871,jute
29,15,15,20.380619,94.814271,7.271753,99.780038,orange
28,28,28,30.256534,43.089122,5.597346,107.858853,mango
20,74,29,23.175864,23.241794,5.244926,135.647354,kidneybeans
114,15,33,26.279209,80.369211,6.089459,54.799966,watermelon
10,76,13,28.964961,41.330049,6.330685,73.032617,pigeonpeas
129,33,22,18.329144,83.885832,6.41689,83.217576,cotton
17,16,11,23.953327,91.626557,6.755358,105.499299,orange
106,12,56,25.730932,87.401851,5.763232,45.842941,watermelon
101,17,53,28.933324,92.050564,6.615285,33.967776,muskmelon
108,59,24,26.179375,82.780748,6.386251,74.316615,cotton
25,68,24,17.803473,17.632626,6.20995,136.268267,kidneybeans
61,87,76,17.560091,14.3,6.287885,107.007668,chickpea
33,59,17,31.336078,61.170634,6.829497,65.035693,blackgram
12,78,7,24.059666,62.230728,7.835131,41.206414,lentil
74,21,44,26.519692,78.266561,6.63443,154.044091,jute
8,19,38,22.982864,89.834367,6.804336,115.82115,pomegranate
92,12,41,25.883546,90.763129,6.055825,34.191325,muskmelon
23,16,40,27.73077,96.956852,6.408338,193.999107,coconut
108,89,51,27.488125,77.222365,6.578778,113.875408,banana
104,12,62,33.706344,94.932352,6.500802,33.150308,muskmelon
98,81,51,26.461307,79.298289,5.51,97.339743,banana
69,42,20,27.667891,77.756041,6.316893,56.662426,maize
11,65,16,24.814753,62.616533,6.655296,47.675844,lentil
31,144,205,19.670613,80.993192,6.480322,76.57238,grapes
102,22,40,25.483998,51.05749,6.359166,172.840457,coffee
66,39,76,19.187565,16.919267,7.601717,84.507115,chickpea
12,50,17,29.591573,89.305225,6.654144,41.166603,mungbean
20,74,13,26.114726,63.621278,7.120786,42.813274,lentil
46,74,21,35.654284,63.2989,6.67423,60.745743,blackgram
102,61,59,26.767834,84.08657,5.584312,97.101914,banana
67,44,46,23.953634,76.893285,6.76146,219.446921,jute
25,22,21,31.117437,31.031342,4.265338,116.707604,mango
23,49,22,31.179748,55.115774,6.85657,58.372585,mothbeans
22,27,30,29.678373,50.804981,7.024318,43.838839,mothbeans
87,11,58,27.158814,90.744121,6.842863,56.22424,watermelon
30,62,22,28.424598,62.911321,6.901338,75.99811,blackgram
19,14,12,26.040642,93.635477,7.243594,108.867271,orange
107,20,50,25.359469,86.913673,6.362007,52.782173,watermelon
26,119,193,21.278318,88.889585,5.836433,84.577015,apple
26,133,204,23.649169,91.454863,5.949028,103.459587,apple
101,24,38,27.38547,58.233342,6.838572,155.694561,coffee
36,78,23,31.748433,51.107778,7.259983,60.620646,blackgram
102,26,58,23.88797,91.669049,6.13003,57.832538,watermelon
131,44,22,24.98635,69.377693,6.47279,81.70718,cotton
105,51,29,26.562894,69.511273,5.748046,65.334641,maize
51,55,21,34.219021,61.328674,6.756975,87.380905,blackgram
27,145,205,21.013598,83.389904,5.707014,74.586899,grapes
26,70,76,18.126977,14.471189,7.590038,72.377897,chickpea
22,132,195,23.676306,82.332761,5.736107,73.017539,grapes
31,12,31,27.243782,97.916768,6.43835,187.035208,coconut
105,63,41,28.815184,82.019294,5.683692,117.266838,banana
23,64,21,28.393786,89.88428,7.337068,59.082103,mungbean
23,57,15,29.273352,69.633782,6.733915,20.2,mothbeans
122,35,18,20.844093,83.083634,6.584301,58.430381,cotton
22,57,13,23.006521,24.590576,5.074079,100.170051,kidneybeans
110,54,24,20.190485,84.267918,6.871746,68.331495,cotton
103,19,50,26.58114,88.609367,6.408843,41.238643,watermelon
25,23,36,25.101641,98.509975,6.695554,170.873702,coconut
23,120,197,23.638399,80.081749,6.053029,67.204441,grapes
14,124,190,21.230008,91.503346,6.029892,94.970067,apple
72,66,53,30.689175,93.945457,5.988719,119.760279,papaya
83,60,39,24.187374,81.869221,5.948117,286.070646,rice
93,15,54,23.769251,91.225419,7.021985,61.267127,watermelon
97,27,27,25.141442,70.683869,7.183803,109.477577,coffee
24,136,199,22.185677,94.720332,6.157824,126.174538,apple
12,123,199,26.412395,78.727456,5.794504,70.672293,grapes
17,21,35,29.976073,50.928999,6.676167,89.711391,mango
19,13,24,25.451665,95.66424,6.26031,172.324561,coconut
24,67,15,22.507216,62.316872,7.066721,33.517615,lentil
14,42,24,28.360935,82.144429,6.684503,42.966783,mungbean
105,18,63,29.937721,92.76657,6.439995,29.597373,muskmelon
26,19,25,25.59141,93.78347,5.785651,178.13006,coconut
12,20,6,20.443062,86.600071,7.444653,105.25172,orange
90,19,48,26.505712,93.671781,6.599929,20.444548,muskmelon
24,18,11,19.895622,95.724946,7.602078,140.967381,orange
22,66,22,25.538254,51.480235,5.762167,132.940499,pigeonpeas
18,145,205,22.300728,86.353388,5.54564,132.57507,apple
44,80,92,18.807408,16.272334,7.679011,98.058267,chickpea
51,67,34,27.853256,58.765365,6.961243,83.732962,blackgram
98,29,30,23.025212,53.634598,6.884952,149.331822,coffee
29,42,11,21.09937,22.583464,5.768736,82.387693,kidneybeans
20,22,33,30.045236,97.477039,5.842205,180.818888,coconut
38,73,72,16.265794,14.3,7.401496,85.88624,chickpea
12,54,22,29.434137,44.857182,6.890626,67.916704,mothbeans
24,34,25,27.200252,71.755033,7.884968,41.885305,mothbeans
10,138,186,21.309483,82.306287,5.958137,69.975531,grapes
37,69,83,18.568416,14.3,6.82243,89.888685,chickpea
25,13,7,25.576694,92.137057,6.953036,95.867006,orange
16,61,26,28.558142,67.361733,6.777822,48.230052,lentil
57,66,12,34.161938,66.662966,7.116951,56.810868,blackgram
90,78,62,29.886857,77.665148,5.901064,127.025455,banana
30,15,24,27.863057,93.922951,5.716873,144.31802,coconut
25,9,8,25.932646,95.182333,7.258528,117.527969,orange
85,35,44,24.345437,79.785403,6.557781,241.942543,rice
29,35,9,30.390423,83.34278,6.680048,33.763963,mungbean
12,16,23,29.692944,94.81397,6.161742,178.40565,coconut
36,141,198,23.355146,82.264383,6.055448,68.991505,grapes
35,60,21,26.200149,33.445122,6.74326,70.261437,mothbeans
23,17,33,28.358005,99.596899,6.159842,170.89203,coconut
28,57,26,17.624675,22.366151,5.320661,92.368445,kidneybeans
30,16,41,26.096096,94.823473,6.005555,179.039352,coconut
13,40,22,29.484036,49.979718,7.096284,54.646852,mothbeans
104,89,58,29.757732,83.464874,5.538335,111.841852,banana
27,10,16,25.453773,90.702377,6.960557,123.543588,orange
99,9,37,25.887113,91.715408,6.856751,51.0398,watermelon
120,24,49,27.812066,56.338644,7.116257,187.242037,coffee
51,72,21,29.057637,73.453177,6.927427,71.157444,blackgram
88,13,57,29.348691,94.210777,6.090079,21.320033,muskmelon
118,23,29,28.368802,54.577716,7.175728,135.621978,coffee
98,15,42,26.145831,92.112782,5.908202,22.760996,muskmelon
20,120,205,21.943358,92.883318,6.202135,148.094214,apple
75,89,42,28.028259,78.517738,5.670858,118.134071,banana
73,49,18,21.378784,66.608792,5.782326,71.809756,maize
105,17,52,26.637788,92.003554,5.852214,34.490349,muskmelon
35,77,14,32.5996,64.196761,6.334232,52.2317,blackgram
14,127,188,20.898435,87.615043,6.166696,62.066313,apple
50,78,20,29.666738,76.824018,6.989056,42.932453,blackgram
15,28,12,28.087767,49.735735,5.874079,65.366874,mothbeans
116,13,46,27.41792,85.087309,6.745984,54.553597,watermelon
110,62,50,29.066359,82.825713,6.067899,101.658602,banana
113,16,52,25.09645,84.192664,6.55407,45.288838,watermelon
